id,ROUGE-1,ROUGE-2,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU,METEOR,BERTScore-F1
1843,0.4569,0.2642,0.3446,0.2422,0.1842,0.1489,0.124,0.124,0.2948,0.3287
1844,0.287,0.0362,0.1614,0.2288,0.0443,0.0119,0.0062,0.0062,0.1271,0.1035
1845,0.3057,0.1282,0.1911,0.1116,0.0664,0.0465,0.0328,0.0328,0.1541,0.1345
1846,0.3536,0.1341,0.232,0.266,0.131,0.072,0.045,0.045,0.2191,0.101
1847,0.4785,0.2609,0.3558,0.3158,0.2245,0.1756,0.1425,0.1425,0.4556,0.2532
1848,0.5298,0.2953,0.4371,0.2976,0.1986,0.1244,0.0698,0.0698,0.4482,0.4035
1849,0.2464,0.0588,0.1014,0.1744,0.0785,0.0418,0.0172,0.0172,0.23,-0.0635
1850,0.3516,0.2205,0.2812,0.0906,0.0722,0.0583,0.048,0.048,0.1697,0.0987
1851,0.3938,0.1571,0.2487,0.3217,0.1743,0.0864,0.0513,0.0513,0.2272,0.2145
1852,0.3223,0.1435,0.1896,0.2231,0.1391,0.0947,0.0623,0.0623,0.1879,-0.0076
1853,0.6,0.443,0.4375,0.4479,0.3823,0.3432,0.3127,0.3127,0.5828,0.4375
1854,0.3956,0.1444,0.2527,0.2941,0.1566,0.096,0.0573,0.0573,0.2079,0.0985
1855,0.303,0.0769,0.197,0.1923,0.0707,0.0187,0.0097,0.0097,0.2728,0.0627
1856,0.3724,0.1119,0.2345,0.2308,0.1095,0.054,0.0214,0.0214,0.2534,-0.0808
1857,0.3295,0.1149,0.25,0.2857,0.169,0.1087,0.0348,0.0348,0.2542,0.0698
1858,0.7368,0.5957,0.6842,0.6617,0.5869,0.5419,0.5096,0.5096,0.6149,0.6504
1859,0.2436,0.026,0.141,0.1889,0.0146,0.0062,0.0041,0.0041,0.1466,-0.0295
1860,0.4318,0.2069,0.3068,0.3111,0.2132,0.1605,0.1241,0.1241,0.2764,0.2729
1861,0.4226,0.2129,0.2943,0.1652,0.1109,0.0774,0.0593,0.0593,0.1828,0.3729
1862,0.3333,0.1719,0.2171,0.2003,0.1324,0.0835,0.0425,0.0425,0.1877,0.1734
1863,0.3951,0.2375,0.3333,0.3222,0.233,0.1949,0.1708,0.1708,0.3908,0.1847
1864,0.3312,0.1032,0.2675,0.2796,0.1374,0.0803,0.0291,0.0291,0.1978,0.1007
1865,0.4912,0.2478,0.3333,0.2466,0.1674,0.1211,0.0983,0.0983,0.259,0.281
1866,0.5571,0.4748,0.5429,0.2674,0.2459,0.2306,0.2185,0.2185,0.341,0.4886
1867,0.5025,0.3284,0.4039,0.4414,0.3527,0.2972,0.2641,0.2641,0.4365,0.252
1868,0.375,0.1139,0.2625,0.2889,0.1611,0.1057,0.0607,0.0607,0.2879,0.2213
1869,0.2366,0.0217,0.1075,0.1792,0.0584,0.0149,0.0075,0.0075,0.1527,-0.0334
1870,0.2063,0.0323,0.127,0.1023,0.0108,0.0052,0.0036,0.0036,0.1511,0.0625
1871,0.5683,0.3315,0.3934,0.4176,0.2901,0.2049,0.1374,0.1374,0.3148,0.4418
1872,0.4277,0.2339,0.289,0.3384,0.237,0.164,0.119,0.119,0.2958,0.2349
1873,0.4118,0.1683,0.2647,0.3148,0.1956,0.1362,0.0833,0.0833,0.3105,0.1946
1874,0.6277,0.3871,0.5319,0.5155,0.4145,0.3655,0.3306,0.3306,0.5331,0.4641
1875,0.5158,0.1826,0.2715,0.2793,0.1191,0.0593,0.0198,0.0198,0.1912,0.2194
1876,0.2695,0.1151,0.2128,0.1918,0.1032,0.067,0.0455,0.0455,0.1935,0.0782
1877,0.4236,0.1791,0.2956,0.2985,0.1805,0.1115,0.0774,0.0774,0.2132,0.2592
1878,0.4135,0.1447,0.27,0.2817,0.1544,0.114,0.095,0.095,0.2212,0.0763
1879,0.4364,0.135,0.2061,0.2857,0.126,0.0563,0.0212,0.0212,0.2469,0.1364
1880,0.3456,0.1259,0.2426,0.1988,0.1213,0.0779,0.0475,0.0475,0.1877,0.0614
1881,0.3858,0.1429,0.2598,0.2452,0.1404,0.0929,0.0637,0.0637,0.2071,0.1058
1882,0.1932,0.1268,0.1353,0.1202,0.0883,0.0635,0.0382,0.0382,0.1306,-0.1601
1883,0.3421,0.16,0.2237,0.1724,0.0896,0.0455,0.0183,0.0183,0.1722,0.1414
1884,0.4828,0.2797,0.4276,0.2947,0.2095,0.162,0.1233,0.1233,0.5157,0.3345
1885,0.3915,0.103,0.2468,0.2046,0.0998,0.0394,0.014,0.014,0.1394,0.1384
1886,0.2703,0.1096,0.1892,0.2184,0.1425,0.1187,0.1046,0.1046,0.2345,0.1188
1887,0.227,0.1007,0.1986,0.1263,0.082,0.0601,0.0466,0.0466,0.2127,0.1379
1888,0.287,0.0614,0.1739,0.2397,0.1043,0.055,0.0337,0.0337,0.1829,0.0392
1889,0.2688,0.0761,0.1935,0.25,0.1172,0.0771,0.0566,0.0566,0.174,-0.0041
1890,0.4286,0.1649,0.2449,0.3474,0.2106,0.1494,0.1098,0.1098,0.2983,0.208
1891,0.4444,0.1461,0.2556,0.3155,0.1711,0.107,0.079,0.079,0.2657,0.1394
1892,0.3535,0.1315,0.2047,0.2297,0.1355,0.0877,0.0473,0.0473,0.197,0.0039
1893,0.2698,0.088,0.1825,0.1337,0.0549,0.012,0.0056,0.0056,0.1147,-0.0212
1894,0.3099,0.1,0.2254,0.1959,0.101,0.0599,0.0219,0.0219,0.25,0.0373
1895,0.3804,0.087,0.2209,0.2245,0.0962,0.0459,0.0178,0.0178,0.266,0.2347
1896,0.2945,0.087,0.2086,0.2262,0.1044,0.051,0.0201,0.0201,0.1798,0.1051
1897,0.4366,0.2143,0.3521,0.35,0.24,0.1808,0.1465,0.1465,0.4224,0.1811
1898,0.4083,0.1765,0.2583,0.2307,0.1457,0.1132,0.0924,0.0924,0.184,0.2272
1899,0.467,0.2872,0.3655,0.4076,0.3136,0.252,0.2063,0.2063,0.3214,0.2205
1900,0.1692,0.0,0.1231,0.1176,0.0118,0.0055,0.0038,0.0038,0.1376,-0.1049
1901,0.49,0.303,0.4,0.4335,0.3454,0.3001,0.2668,0.2668,0.3826,0.2956
1902,0.3017,0.1356,0.2235,0.2527,0.1714,0.1343,0.1036,0.1036,0.2081,0.0867
1903,0.4434,0.1461,0.2986,0.349,0.1839,0.1064,0.0682,0.0682,0.2878,0.1457
1904,0.2705,0.0683,0.1836,0.2159,0.0905,0.0199,0.0094,0.0094,0.1526,-0.0895
1905,0.2857,0.0444,0.1648,0.1818,0.0609,0.0156,0.0079,0.0079,0.1486,0.0978
1906,0.4022,0.1538,0.2609,0.303,0.1668,0.0831,0.0278,0.0278,0.2859,0.2301
1907,0.4308,0.1719,0.3231,0.2237,0.0946,0.023,0.0113,0.0113,0.2982,0.2424
1908,0.5149,0.25,0.2871,0.4356,0.28,0.185,0.1268,0.1268,0.3999,0.2533
1909,0.3932,0.2069,0.2735,0.2306,0.1662,0.1284,0.1023,0.1023,0.2113,0.1211
1910,0.2611,0.0478,0.1306,0.084,0.0208,0.0048,0.0023,0.0023,0.0911,-0.0967
1911,0.4238,0.1074,0.2781,0.2584,0.1212,0.0696,0.0445,0.0445,0.3004,0.1893
1912,0.3185,0.1791,0.2593,0.1372,0.0976,0.0779,0.0649,0.0649,0.1619,0.0291
1913,0.4151,0.2966,0.3396,0.2086,0.1722,0.153,0.1417,0.1417,0.2313,0.1786
1914,0.3438,0.0866,0.1797,0.2251,0.1067,0.0602,0.0194,0.0194,0.18,0.0718
1915,0.4049,0.1491,0.2945,0.3214,0.1646,0.0871,0.0301,0.0301,0.2948,0.1615
1916,0.49,0.4069,0.4444,0.1795,0.1642,0.1497,0.1371,0.1371,0.2476,0.3894
1917,0.3422,0.1622,0.2781,0.2793,0.1742,0.1101,0.0738,0.0738,0.2664,0.0767
1918,0.3544,0.1538,0.2532,0.2105,0.1058,0.0622,0.0402,0.0402,0.2649,0.1306
1919,0.3951,0.125,0.2222,0.2903,0.1376,0.0747,0.0261,0.0261,0.2947,0.1011
1920,0.2879,0.1385,0.2121,0.1758,0.1083,0.0641,0.0416,0.0416,0.2949,0.102
1921,0.2937,0.0851,0.2378,0.1954,0.0826,0.02,0.0099,0.0099,0.225,0.1095
1922,0.4978,0.3318,0.3467,0.2561,0.2034,0.1691,0.1464,0.1464,0.3045,0.262
1923,0.3046,0.0821,0.1421,0.2348,0.1226,0.0518,0.019,0.019,0.1494,0.0709
1924,0.3929,0.2892,0.369,0.3111,0.2709,0.2467,0.2292,0.2292,0.355,0.1607
1925,0.5568,0.3333,0.4091,0.3981,0.2996,0.2472,0.2105,0.2105,0.5332,0.3407
1926,0.3553,0.1026,0.1827,0.2735,0.1401,0.0741,0.0256,0.0256,0.225,0.0722
1927,0.3902,0.1721,0.2683,0.2823,0.1773,0.121,0.0891,0.0891,0.2217,0.1581
1928,0.3838,0.2755,0.3333,0.2912,0.2475,0.2229,0.2056,0.2056,0.2729,0.2224
1929,0.417,0.1631,0.2383,0.2304,0.1407,0.0904,0.0656,0.0656,0.2369,0.1116
1930,0.3475,0.1946,0.2394,0.1575,0.1151,0.0868,0.065,0.065,0.1936,0.1102
1931,0.6192,0.4557,0.477,0.4391,0.3673,0.3253,0.2937,0.2937,0.4342,0.4941
1932,0.3494,0.1341,0.2771,0.2747,0.1657,0.0676,0.0243,0.0243,0.2273,0.124
1933,0.3627,0.1584,0.2353,0.2444,0.1646,0.1054,0.0566,0.0566,0.2666,0.14
1934,0.5888,0.4103,0.467,0.4886,0.3966,0.3319,0.2834,0.2834,0.4512,0.3282
1935,0.3172,0.0839,0.2345,0.2187,0.1175,0.0528,0.0199,0.0199,0.2844,0.2434
1936,0.3165,0.1168,0.259,0.1915,0.1111,0.0739,0.0545,0.0545,0.3486,0.2651
1937,0.2995,0.0324,0.1711,0.2418,0.0164,0.0067,0.0043,0.0043,0.1345,-0.022
1938,0.5612,0.3942,0.5036,0.481,0.4004,0.3683,0.3468,0.3468,0.5757,0.4675
1939,0.4367,0.185,0.2358,0.3579,0.2194,0.107,0.032,0.032,0.2812,0.238
1940,0.3409,0.1724,0.2386,0.2087,0.1243,0.0793,0.0483,0.0483,0.1947,0.0873
1941,0.5031,0.2675,0.3899,0.3511,0.2607,0.2069,0.1721,0.1721,0.3979,0.452
1942,0.442,0.1117,0.232,0.3368,0.1665,0.0871,0.0299,0.0299,0.2547,0.1861
1943,0.3709,0.1208,0.2781,0.2785,0.1464,0.0942,0.0576,0.0576,0.264,0.1926
1944,0.4058,0.1912,0.3188,0.2597,0.1654,0.0714,0.0265,0.0265,0.2264,0.1796
1945,0.4072,0.2061,0.2874,0.3747,0.2667,0.2017,0.152,0.152,0.327,0.1513
1946,0.5614,0.2743,0.3772,0.3232,0.2179,0.165,0.1324,0.1324,0.3588,0.3911
1947,0.2329,0.0417,0.137,0.1429,0.0415,0.0128,0.0071,0.0071,0.1426,-0.0546
1948,0.4134,0.1582,0.2793,0.2921,0.1729,0.0882,0.0299,0.0299,0.2421,0.1617
1949,0.3281,0.2063,0.3125,0.2021,0.1546,0.1221,0.1,0.1,0.3904,0.2296
1950,0.4832,0.2313,0.3758,0.3721,0.2386,0.1596,0.1183,0.1183,0.3841,0.3202
1951,0.3462,0.1818,0.2692,0.2468,0.1508,0.0969,0.0333,0.0333,0.2354,0.156
1952,0.4029,0.2044,0.3022,0.2299,0.1635,0.1301,0.112,0.112,0.3531,0.1844
1953,0.254,0.08,0.1746,0.0874,0.0429,0.0092,0.0043,0.0043,0.1198,0.0274
1954,0.518,0.3623,0.3885,0.2667,0.224,0.1918,0.168,0.168,0.32,0.3624
1955,0.4167,0.2113,0.2917,0.2927,0.1994,0.1354,0.0891,0.0891,0.2651,0.2406
1956,0.3361,0.1488,0.2459,0.1455,0.0883,0.0656,0.0528,0.0528,0.1739,0.0525
1957,0.4695,0.2464,0.2347,0.4369,0.2999,0.2073,0.1453,0.1453,0.3054,0.2387
1958,0.5048,0.2885,0.3048,0.3717,0.2756,0.2202,0.1809,0.1809,0.383,0.2404
1959,0.4537,0.2056,0.3611,0.3396,0.2065,0.1424,0.0997,0.0997,0.3104,0.1375
1960,0.2803,0.0774,0.1783,0.2073,0.0876,0.0213,0.0105,0.0105,0.2177,0.0177
1961,0.2816,0.0588,0.1845,0.1432,0.0456,0.0115,0.0058,0.0058,0.1112,0.0077
1962,0.469,0.2589,0.3451,0.3956,0.284,0.2257,0.1928,0.1928,0.3035,0.1777
1963,0.3925,0.2264,0.2523,0.25,0.183,0.1314,0.101,0.101,0.2486,0.148
1964,0.3761,0.1574,0.3028,0.2452,0.1466,0.0781,0.0517,0.0517,0.2139,0.1801
1965,0.3212,0.1333,0.2044,0.225,0.1307,0.076,0.0275,0.0275,0.2455,0.1316
1966,0.3605,0.0941,0.1977,0.2791,0.0992,0.0489,0.0194,0.0194,0.209,0.1685
1967,0.4681,0.1151,0.2411,0.2706,0.0803,0.0427,0.0175,0.0175,0.2645,0.3884
1968,0.5217,0.2747,0.3587,0.4468,0.3251,0.2639,0.2219,0.2219,0.4,0.3659
1969,0.3333,0.1625,0.2593,0.2895,0.1757,0.1278,0.0962,0.0962,0.2444,0.1055
1970,0.406,0.2901,0.3158,0.2174,0.1762,0.1511,0.1367,0.1367,0.4271,0.2266
1971,0.2963,0.0451,0.1778,0.1951,0.0155,0.0067,0.0044,0.0044,0.1683,-0.0764
1972,0.2676,0.1429,0.2535,0.1524,0.1083,0.0829,0.064,0.064,0.3191,0.1642
1973,0.3261,0.044,0.1739,0.2451,0.0697,0.0169,0.0084,0.0084,0.1881,0.0767
1974,0.4556,0.1685,0.2778,0.3437,0.1995,0.1436,0.1063,0.1063,0.3294,0.2033
1975,0.6424,0.3558,0.5091,0.4684,0.3195,0.2285,0.1674,0.1674,0.482,0.407
1976,0.3453,0.0438,0.2014,0.2418,0.0733,0.0182,0.0091,0.0091,0.2608,0.1589
1977,0.4405,0.2667,0.37,0.3337,0.2522,0.2181,0.1985,0.1985,0.2525,0.1588
1978,0.2252,0.0455,0.1802,0.1623,0.0617,0.0311,0.0125,0.0125,0.1134,-0.0842
1979,0.4834,0.3267,0.3907,0.2,0.157,0.1318,0.1143,0.1143,0.2553,0.3055
1980,0.566,0.3439,0.4025,0.4762,0.3553,0.2715,0.2039,0.2039,0.4141,0.396
1981,0.3053,0.1064,0.2316,0.2727,0.1583,0.0918,0.03,0.03,0.2583,0.0293
1982,0.5026,0.2798,0.4,0.4362,0.3063,0.2367,0.1848,0.1848,0.3546,0.3264
1983,0.3731,0.199,0.2176,0.2647,0.1448,0.0748,0.0255,0.0255,0.2459,0.2191
1984,0.2073,0.037,0.1463,0.1237,0.0508,0.0139,0.0073,0.0073,0.1433,-0.0954
1985,0.4276,0.1818,0.2483,0.2471,0.1328,0.0277,0.0127,0.0127,0.3081,0.3217
1986,0.4023,0.186,0.2759,0.3146,0.1983,0.1312,0.0942,0.0942,0.2688,0.187
1987,0.4706,0.2914,0.4314,0.3053,0.2132,0.1639,0.1176,0.1176,0.3969,0.2492
1988,0.3182,0.1385,0.2576,0.2024,0.1306,0.0941,0.0745,0.0745,0.2769,0.081
1989,0.4384,0.1667,0.2877,0.2553,0.1572,0.1024,0.033,0.033,0.4056,0.2416
1990,0.5279,0.3795,0.4365,0.5,0.423,0.3672,0.3212,0.3212,0.4786,0.3106
1991,0.5217,0.2732,0.4058,0.4348,0.293,0.2366,0.2032,0.2032,0.3499,0.2439
1992,0.4513,0.1762,0.3077,0.3999,0.2352,0.1528,0.1116,0.1116,0.2681,0.184
1993,0.4545,0.1954,0.3409,0.3765,0.2505,0.1558,0.0463,0.0463,0.2599,0.2603
1994,0.5597,0.3237,0.428,0.3931,0.3043,0.2602,0.2297,0.2297,0.3306,0.3373
1995,0.6078,0.3861,0.4412,0.4446,0.3475,0.2931,0.2568,0.2568,0.4558,0.3454
1996,0.2353,0.0397,0.1307,0.141,0.0428,0.0134,0.0075,0.0075,0.1159,0.0645
1997,0.3111,0.1203,0.237,0.1868,0.1205,0.0788,0.0486,0.0486,0.2897,0.1059
1998,0.1712,0.0091,0.1081,0.0684,0.0058,0.0026,0.0017,0.0017,0.0586,-0.209
1999,0.582,0.3529,0.4868,0.4227,0.2967,0.2232,0.1696,0.1696,0.3656,0.3814
2000,0.3373,0.0732,0.2169,0.2644,0.124,0.0565,0.0215,0.0215,0.1989,0.037
2001,0.2992,0.1349,0.2205,0.1396,0.0896,0.066,0.0478,0.0478,0.135,-0.0248
2002,0.355,0.1437,0.2249,0.2381,0.1198,0.026,0.0121,0.0121,0.2332,0.1304
2003,0.4861,0.257,0.3347,0.362,0.262,0.1998,0.1532,0.1532,0.2652,0.2079
2004,0.45,0.2025,0.3,0.299,0.1851,0.1293,0.098,0.098,0.3281,0.2551
2005,0.5116,0.2347,0.3628,0.3229,0.211,0.1577,0.115,0.115,0.3218,0.3693
2006,0.3827,0.175,0.2716,0.3412,0.2208,0.1432,0.0774,0.0774,0.2945,0.3029
2007,0.2748,0.124,0.2595,0.163,0.0946,0.0736,0.0605,0.0605,0.2288,0.0769
2008,0.4222,0.1461,0.2444,0.2979,0.1497,0.0787,0.0481,0.0481,0.2751,0.1939
2009,0.4926,0.3184,0.4138,0.4442,0.3687,0.3088,0.2687,0.2687,0.3392,0.3477
2010,0.1869,0.0488,0.1176,0.063,0.0259,0.0062,0.0031,0.0031,0.0773,-0.068
2011,0.5085,0.3086,0.3842,0.4518,0.3613,0.306,0.2605,0.2605,0.3775,0.2645
2012,0.4138,0.2098,0.2897,0.2609,0.1693,0.1241,0.0896,0.0896,0.3232,0.1621
2013,0.618,0.3295,0.3596,0.4347,0.3167,0.252,0.2087,0.2087,0.3923,0.3938
2014,0.5361,0.2917,0.299,0.367,0.2577,0.1857,0.1392,0.1392,0.3067,0.2442
2015,0.5622,0.2732,0.3892,0.4694,0.3188,0.2396,0.1951,0.1951,0.3678,0.3044
2016,0.3372,0.1176,0.1977,0.2926,0.159,0.0858,0.0532,0.0532,0.1991,0.1608
2017,0.3723,0.0968,0.2021,0.2789,0.11,0.0237,0.011,0.011,0.2133,0.136
2018,0.4678,0.2526,0.339,0.2114,0.1567,0.127,0.1119,0.1119,0.2312,0.273
2019,0.5178,0.4039,0.4401,0.1953,0.1751,0.1584,0.1466,0.1466,0.2777,0.3757
2020,0.293,0.0645,0.1911,0.1977,0.0482,0.014,0.0076,0.0076,0.1324,0.0828
2021,0.3281,0.0794,0.1875,0.1688,0.0667,0.0181,0.0095,0.0095,0.259,0.0735
2022,0.4809,0.2652,0.3825,0.3804,0.2892,0.2459,0.2199,0.2199,0.3165,0.3405
2023,0.4679,0.1852,0.2294,0.3293,0.1813,0.1035,0.0554,0.0554,0.2705,0.2035
2024,0.6114,0.3351,0.3731,0.5363,0.3996,0.325,0.2736,0.2736,0.4049,0.344
2025,0.335,0.1493,0.2266,0.2434,0.1414,0.0854,0.0601,0.0601,0.1868,0.0288
2026,0.3939,0.1224,0.2525,0.2607,0.1427,0.0845,0.0496,0.0496,0.2068,0.174
2027,0.3066,0.1185,0.2044,0.1562,0.0702,0.0374,0.0154,0.0154,0.2838,0.1608
2028,0.5171,0.3547,0.4293,0.4428,0.3437,0.2925,0.2499,0.2499,0.3868,0.2771
2029,0.2527,0.0444,0.1538,0.1852,0.0721,0.0366,0.0147,0.0147,0.1957,0.1114
2030,0.3377,0.1048,0.2165,0.2328,0.1113,0.0456,0.0165,0.0165,0.1658,0.1541
2031,0.4981,0.3146,0.3643,0.2206,0.1626,0.1345,0.1133,0.1133,0.2475,0.3384
2032,0.298,0.1095,0.1605,0.0869,0.051,0.0348,0.0256,0.0256,0.1347,-0.0327
2033,0.4887,0.2192,0.3348,0.3361,0.2247,0.1781,0.1497,0.1497,0.2735,0.2698
2034,0.2188,0.0612,0.1277,0.0982,0.0441,0.0187,0.0068,0.0068,0.1044,-0.0801
2035,0.4865,0.1727,0.2973,0.3135,0.1487,0.0779,0.043,0.043,0.2612,0.3028
2036,0.4805,0.2368,0.3117,0.3214,0.1968,0.1236,0.0695,0.0695,0.3351,0.2458
2037,0.3333,0.1049,0.1875,0.1875,0.092,0.0578,0.0365,0.0365,0.1484,-0.0572
2038,0.3388,0.0884,0.2186,0.2466,0.0748,0.0186,0.0093,0.0093,0.1727,0.0159
2039,0.4841,0.336,0.373,0.1896,0.1533,0.1289,0.1091,0.1091,0.2814,0.35
2040,0.3212,0.0838,0.1762,0.2536,0.102,0.0221,0.0103,0.0103,0.1731,0.0918
2041,0.3926,0.087,0.2454,0.3086,0.1389,0.0787,0.05,0.05,0.2206,0.1153
2042,0.4058,0.2059,0.2174,0.2473,0.1555,0.11,0.0737,0.0737,0.4513,0.2635
2043,0.3089,0.1721,0.2276,0.1854,0.1257,0.0817,0.0502,0.0502,0.1779,0.0122
2044,0.4151,0.2586,0.3245,0.1896,0.1464,0.1137,0.0944,0.0944,0.207,0.3533
2045,0.377,0.0909,0.2459,0.2634,0.1136,0.0649,0.0445,0.0445,0.1574,0.0919
2046,0.1212,0.0615,0.1212,0.068,0.0516,0.0429,0.0355,0.0355,0.129,0.1236
2047,0.5217,0.2418,0.3913,0.4596,0.3014,0.2341,0.1926,0.1926,0.3439,0.3054
2048,0.449,0.2123,0.2517,0.1745,0.1135,0.0748,0.0451,0.0451,0.2121,0.2686
2049,0.3819,0.132,0.2613,0.3063,0.1696,0.1109,0.0716,0.0716,0.245,0.2247
2050,0.4135,0.0971,0.2212,0.3239,0.1436,0.0829,0.027,0.027,0.2162,0.0663
2051,0.2913,0.0196,0.1456,0.2321,0.066,0.0161,0.0079,0.0079,0.1707,-0.0043
2052,0.3152,0.0549,0.2065,0.2091,0.0619,0.0153,0.0076,0.0076,0.2132,0.0447
2053,0.4382,0.2386,0.2921,0.29,0.1811,0.1312,0.107,0.107,0.2707,0.2234
2054,0.3092,0.0488,0.1836,0.1479,0.0577,0.0136,0.0066,0.0066,0.13,-0.0541
2055,0.3386,0.0635,0.2205,0.2186,0.0885,0.0361,0.013,0.013,0.1374,0.0643
2056,0.3373,0.1265,0.2196,0.1921,0.1026,0.0643,0.0406,0.0406,0.1793,0.0639
2057,0.2583,0.0924,0.125,0.132,0.0794,0.0535,0.0387,0.0387,0.141,-0.0269
2058,0.2435,0.1416,0.1739,0.1023,0.0594,0.0434,0.0313,0.0313,0.2371,0.1073
2059,0.2143,0.0725,0.1571,0.1485,0.0862,0.0531,0.0198,0.0198,0.2214,0.1396
2060,0.5524,0.3173,0.419,0.4135,0.297,0.2172,0.1441,0.1441,0.3495,0.382
2061,0.4128,0.2407,0.2661,0.1222,0.0697,0.0366,0.0126,0.0126,0.1362,0.1975
2062,0.4372,0.1657,0.3279,0.3913,0.2175,0.1281,0.0829,0.0829,0.2985,0.1769
2063,0.3974,0.1161,0.2372,0.1868,0.0987,0.0541,0.0159,0.0159,0.1791,0.1143
2064,0.3349,0.2029,0.2584,0.2426,0.1838,0.1615,0.1465,0.1465,0.1947,0.0577
2065,0.541,0.3967,0.3934,0.3023,0.2494,0.2175,0.1968,0.1968,0.3709,0.3999
2066,0.4476,0.156,0.2517,0.2805,0.1664,0.1115,0.077,0.077,0.3956,0.1278
2067,0.2766,0.0968,0.1809,0.1934,0.0773,0.0184,0.009,0.009,0.167,-0.1011
2068,0.3125,0.127,0.2031,0.1556,0.0836,0.0542,0.0368,0.0368,0.3521,0.1426
2069,0.3425,0.1229,0.232,0.2443,0.1004,0.0472,0.0183,0.0183,0.1694,0.1286
2070,0.5357,0.2793,0.3571,0.3506,0.2622,0.2113,0.1786,0.1786,0.3131,0.3001
2071,0.5419,0.3137,0.4129,0.3587,0.2664,0.2226,0.1877,0.1877,0.4207,0.4942
2072,0.4371,0.2282,0.3311,0.2841,0.1895,0.1187,0.0666,0.0666,0.2872,0.215
2073,0.4762,0.2882,0.3723,0.2613,0.1901,0.1455,0.1174,0.1174,0.2161,0.3439
2074,0.1944,0.0423,0.125,0.1591,0.0741,0.0185,0.0093,0.0093,0.151,-0.0646
2075,0.2957,0.114,0.2,0.1607,0.0951,0.0485,0.0292,0.0292,0.1388,-0.0723
2076,0.4022,0.1582,0.2905,0.3333,0.1901,0.1098,0.0357,0.0357,0.2665,0.1221
2077,0.1119,0.0,0.0839,0.0879,0.0099,0.0048,0.0033,0.0033,0.0837,-0.1689
2078,0.3143,0.1739,0.2714,0.2639,0.1659,0.1077,0.0662,0.0662,0.2164,-0.072
2079,0.1915,0.0108,0.1277,0.1538,0.0413,0.0124,0.0068,0.0068,0.1156,-0.1882
2080,0.4701,0.2782,0.3433,0.2964,0.2287,0.1811,0.1485,0.1485,0.2622,0.2103
2081,0.5616,0.3483,0.4729,0.5104,0.3738,0.2814,0.2155,0.2155,0.446,0.3473
2082,0.2486,0.0914,0.1356,0.1765,0.0648,0.0172,0.0089,0.0089,0.1342,-0.0166
2083,0.3158,0.1467,0.2763,0.25,0.1552,0.1055,0.0617,0.0617,0.2932,0.079
2084,0.4943,0.2674,0.3563,0.4217,0.3286,0.2588,0.204,0.204,0.3887,0.3511
2085,0.3086,0.1375,0.2469,0.2041,0.1026,0.0603,0.0219,0.0219,0.2553,0.1017
2086,0.4186,0.1562,0.2093,0.2755,0.1522,0.0911,0.0622,0.0622,0.2188,0.2051
2087,0.4539,0.2302,0.3262,0.2955,0.2101,0.1666,0.1344,0.1344,0.4324,0.3551
2088,0.3923,0.2029,0.3349,0.3104,0.2327,0.1928,0.1699,0.1699,0.2971,0.1426
2089,0.3636,0.1405,0.2567,0.2871,0.1777,0.1242,0.0994,0.0994,0.2193,0.182
2090,0.3422,0.1073,0.1749,0.1365,0.0707,0.0435,0.0319,0.0319,0.1452,0.0273
2091,0.146,0.0148,0.0584,0.1127,0.0127,0.0062,0.0043,0.0043,0.0849,-0.0916
2092,0.3165,0.1154,0.1899,0.2059,0.0903,0.0434,0.0169,0.0169,0.1934,-0.0001
2093,0.3852,0.1955,0.3407,0.2209,0.1442,0.0906,0.0547,0.0547,0.3652,0.1459
2094,0.5075,0.201,0.2388,0.3727,0.1948,0.1161,0.0635,0.0635,0.2534,0.1968
2095,0.4523,0.132,0.201,0.3271,0.1757,0.1208,0.0845,0.0845,0.2802,0.1662
2096,0.192,0.0,0.112,0.092,0.0103,0.005,0.0035,0.0035,0.2103,0.0759
2097,0.5463,0.3644,0.467,0.3593,0.2924,0.2551,0.2302,0.2302,0.319,0.399
2098,0.2057,0.0116,0.1371,0.1359,0.0365,0.011,0.006,0.006,0.1243,-0.0474
2099,0.3102,0.0864,0.1914,0.1177,0.0661,0.032,0.0188,0.0188,0.1262,-0.0571
2100,0.3333,0.1685,0.2778,0.2747,0.1747,0.1111,0.0747,0.0747,0.2095,0.2968
2101,0.4,0.25,0.2706,0.3298,0.2382,0.1949,0.1689,0.1689,0.3707,0.2108
2102,0.4828,0.1977,0.2874,0.3696,0.2114,0.1354,0.0956,0.0956,0.3086,0.258
2103,0.4306,0.2029,0.2871,0.3953,0.2513,0.1564,0.094,0.094,0.2866,0.1191
2104,0.5532,0.3118,0.3723,0.5055,0.3821,0.3147,0.2654,0.2654,0.4024,0.348
2105,0.4239,0.1758,0.25,0.3247,0.1916,0.0915,0.03,0.03,0.2604,0.1808
2106,0.5,0.3291,0.3875,0.4487,0.3581,0.2799,0.2127,0.2127,0.388,0.3785
2107,0.4909,0.3394,0.3818,0.2474,0.2023,0.1784,0.1645,0.1645,0.3129,0.4188
2108,0.4804,0.1584,0.3137,0.3792,0.1883,0.1002,0.0557,0.0557,0.2355,0.2682
2109,0.4872,0.2857,0.4359,0.3624,0.2534,0.1923,0.1626,0.1626,0.3563,0.2392
